排名,项目名称,完整名称,作者,描述,语言,Stars,Forks,Issues,创建时间,更新时间,仓库链接,主页链接,许可证,大小(KB),是否Fork,是否已归档
79,wasmer,wasmerio/wasmer,wasmerio,"🚀 Fast, secure, lightweight containers based on WebAssembly",Rust,19914,901,218,2018-10-11T10:15:53Z,2025-07-28T07:25:51Z,https://github.com/wasmerio/wasmer,https://wasmer.io,MIT License,1197601,False,False
80,xi-editor,xi-editor/xi-editor,xi-editor,A modern editor with a backend written in Rust.,Rust,19838,702,154,2016-04-26T23:03:23Z,2025-07-26T15:59:35Z,https://github.com/xi-editor/xi-editor,https://xi-editor.io,Apache License 2.0,9704,False,False
81,gleam,gleam-lang/gleam,gleam-lang,"⭐️ A friendly language for building type-safe, scalable systems!",Rust,19617,831,186,2016-06-30T20:52:30Z,2025-07-28T09:58:08Z,https://github.com/gleam-lang/gleam,https://gleam.run,Apache License 2.0,22667,False,False
82,neon,neondatabase/neon,neondatabase,"Neon: Serverless Postgres. We separated storage and compute to offer autoscaling, code-like database branching, and scale to zero.",Rust,19235,726,562,2021-03-26T14:20:47Z,2025-07-28T09:30:19Z,https://github.com/neondatabase/neon,https://neon.tech,Apache License 2.0,83268,False,False
83,Bend,HigherOrderCO/Bend,HigherOrderCO,"A massively parallel, high-level programming language",Rust,18893,468,100,2023-08-29T20:44:32Z,2025-07-27T22:39:56Z,https://github.com/HigherOrderCO/Bend,https://higherorderco.com,Apache License 2.0,74697,False,False
84,leptos,leptos-rs/leptos,leptos-rs,Build fast web applications with Rust.,Rust,18808,778,116,2022-07-31T20:40:30Z,2025-07-28T09:24:55Z,https://github.com/leptos-rs/leptos,https://leptos.dev,MIT License,16321,False,False
85,relay,facebook/relay,facebook,Relay is a JavaScript framework for building data-driven React applications.,Rust,18779,1861,741,2015-08-10T22:09:16Z,2025-07-28T03:18:46Z,https://github.com/facebook/relay,https://relay.dev,MIT License,6856792,False,False
86,cube,cube-js/cube,cube-js,"📊 Cube’s universal semantic layer platform is the next evolution of OLAP technology for AI, BI, spreadsheets, and embedded analytics",Rust,18736,1864,823,2018-09-16T18:58:46Z,2025-07-28T04:06:16Z,https://github.com/cube-js/cube,https://cube.dev,Other,379434,False,False
87,spotify-tui,Rigellute/spotify-tui,Rigellute,Spotify for the terminal written in Rust 🚀,Rust,18366,548,310,2019-08-16T19:31:53Z,2025-07-28T09:46:50Z,https://github.com/Rigellute/spotify-tui,,MIT License,2403,False,False
88,jj,jj-vcs/jj,jj-vcs,A Git-compatible VCS that is both simple and powerful,Rust,18197,601,737,2020-12-18T04:05:27Z,2025-07-28T09:02:29Z,https://github.com/jj-vcs/jj,https://jj-vcs.github.io/jj/,Apache License 2.0,50375,False,False
89,mise,jdx/mise,jdx,"dev tools, env vars, task runner",Rust,17882,580,43,2023-01-09T14:44:21Z,2025-07-28T09:53:51Z,https://github.com/jdx/mise,https://mise.jdx.dev,MIT License,27555,False,False
90,candle,huggingface/candle,huggingface,Minimalist ML framework for Rust,Rust,17716,1155,568,2023-06-19T16:06:31Z,2025-07-28T09:07:07Z,https://github.com/huggingface/candle,,Apache License 2.0,12806,False,False
91,goose,block/goose,block,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",Rust,17512,1483,405,2024-08-23T19:03:36Z,2025-07-28T10:04:03Z,https://github.com/block/goose,https://block.github.io/goose/,Apache License 2.0,1261618,False,False
92,universal-android-debloater,0x192/universal-android-debloater,0x192,"Cross-platform GUI written in Rust using ADB to debloat non-rooted android devices. Improve your privacy, the security and battery life of your device.",Rust,17469,908,606,2021-10-07T12:08:51Z,2025-07-28T09:22:59Z,https://github.com/0x192/universal-android-debloater,,GNU General Public License v3.0,9300,False,False
93,RustScan,bee-san/RustScan,bee-san,🤖 The Modern Port Scanner 🤖,Rust,17305,1156,37,2020-07-11T20:00:41Z,2025-07-28T09:56:35Z,https://github.com/bee-san/RustScan,,GNU General Public License v3.0,14557,False,False
94,SpacetimeDB,clockworklabs/SpacetimeDB,clockworklabs,Multiplayer at the speed of light,Rust,17163,587,471,2023-06-17T07:28:29Z,2025-07-28T09:03:01Z,https://github.com/clockworklabs/SpacetimeDB,https://spacetimedb.com,Other,32099,False,False
95,ruffle,ruffle-rs/ruffle,ruffle-rs,A Flash Player emulator written in Rust,Rust,16976,895,5538,2019-04-25T17:53:32Z,2025-07-28T09:36:35Z,https://github.com/ruffle-rs/ruffle,https://ruffle.rs,Other,159434,False,False
96,diem,diem/diem,diem,Diem’s mission is to build a trusted and innovative financial network that empowers people and businesses around the world.,Rust,16700,2580,360,2019-04-02T21:51:45Z,2025-07-27T14:01:33Z,https://github.com/diem/diem,https://diem.com,Apache License 2.0,124600,False,False
97,wasmtime,bytecodealliance/wasmtime,bytecodealliance,"A lightweight WebAssembly runtime that is fast, secure, and standards-compliant",Rust,16678,1465,815,2017-08-29T14:01:55Z,2025-07-28T07:21:51Z,https://github.com/bytecodealliance/wasmtime,https://wasmtime.dev/,Apache License 2.0,127275,False,False
98,hurl,Orange-OpenSource/hurl,Orange-OpenSource,"Hurl, run and test HTTP requests with plain text.",Rust,16606,655,194,2020-08-25T14:50:56Z,2025-07-28T09:44:09Z,https://github.com/Orange-OpenSource/hurl,https://hurl.dev,Apache License 2.0,404142,False,False
99,eza,eza-community/eza,eza-community,A modern alternative to ls,Rust,16530,305,265,2023-07-28T08:35:55Z,2025-07-28T07:54:44Z,https://github.com/eza-community/eza,https://eza.rocks,European Union Public License 1.2,8345,False,False
100,pyxel,kitao/pyxel,kitao,A retro game engine for Python,Rust,16511,886,13,2018-06-10T04:58:54Z,2025-07-28T08:05:11Z,https://github.com/kitao/pyxel,,Other,259357,False,False
